的,dik7
勦,dziu2
勦,tsaau1
呷,haap8
恶,ok8
恶,wu3
噫,ji1
夯,haang1
夯,ban6
奂,wun6
妁,dzoek8
妠,naap9
娩,min5
娩,maan5
孰,suk9
峋,soen1
嶴,ou3
帘,lim4
帘,lim2
帷,wai4
帧,dzing3
庐,lou4
忸,nuk9
忸,nau2
忪,sung1
忪,dzung1
忤,ng5
怩,nei4
悚,sung2
悌,dai6
悌,tai5
戚,tsik7
懿,ji3
戟,gik7
掼,gwaan3
摹,mou4
撢,daan6
撢,taam3
擢,dzok9
擣,dou2
挛,lyn4
曦,hei1
机,gei1
杠,gong1
杠,gong3
杓,biu1
杓,soek8
枴,gwaai2
棻,fan1
楔,sit8
椽,tsyn4
枞,tsung1
槟,ban1
槟,bing1
棂,ling4
毬,kau4
沱,to4
涓,gyn1
淬,tsoey3
淬,soey6
涣,wun6
湫,dziu2
湫,tsau1
湫,dzau1
滂,pong1
滂,pong4
漩,syn4
涝,lou6
濡,jy4
焰,jim6
焰,jim4
爻,ngaau4
獐,dzoeng1
獠,liu4
獠,lou5
琅,long4
璨,tsaan3
璐,lou6
璧,bik7
琼,king4
瓤,nong4
瘌,laat9
瘌,laat8
瘊,hau4
祁,kei4
秫,soet9
窣,soet7
窸,sik7
笤,tiu4
筮,sai6
箸,dzy3
箸,dzy6
粕,pok8
粕,paak8
粼,loen4
翕,jap7
胥,soey1
腋,jik9
腋,jat9
腓,fei4
脐,tsi4
臧,dzong1
芙,fu4
苜,muk9
茗,ming5
苌,tsoeng4
萼,ngok9
莴,wo1
蓖,bei6
蓖,bei1
蓖,bai1
蓿,suk7
姜,goeng1
蘑,mo4
蟠,pun4
蟠,faan4
衾,kam1
裰,dzyt8
褡,daap8
谧,mat9
诌,dzau1
谗,tsaam4
赳,gau2
趿,saap8
趿,taat8
跤,gaau1
踟,tsi4
蹰,tsy4
蹰,tsy1
辎,dzi1
輚,dzaan6
辏,tsau3
邹,dzau1
邬,wu1
醚,mai4
铵,on1
镐,gou2
镐,hou6
鏖,ou1
鏖,ngou4
锈,sau3
镣,liu4
闵,man5
阑,laan4
闱,wai4
阪,baan2
阪,faan2
雉,dzi6
鞅,joeng2
鞅,joeng3
鞅,joeng1
颐,ji4
颦,pan4
餧,wai3
餧,noey5
骁,hiu1
魆,fat7
鲛,gaau1
鮭,gwai1
鸹,kut8
鸾,lyn4
麋,mei4
黜,tsoet7
黜,dzoet7
黜,dzyt8
黜,dzyt9
黛,doi6
仝,tung4
俚,lei5
伧,tsong1
侩,kui2
儆,ging2
胄,dzau6
剜,wun1
卺,gan2
厄,ak7
厄,aak7
厝,tsou3
咄,doet7
咄,dzyt8
咄,tsyt8
咭,gat7
咭,hat7
咭,kat7
衔,haam4
衔,ham4
啁,dzau1
嗥,hou4
嗲,de1
嗲,de2
噌,tsang1
噌,dzang1
噶,ga1
噶,got8
哜,dzai6
囹,ling4
圄,jy5
圉,jy5
垸,jyn6
埸,jik9
坜,lik9
壬,jam4
夼,kong3
夼,kwong3
奘,dzong1
奘,dzong6
妣,bei2
娑,so1
娠,san1
嫋,niu5
婵,sim4
娆,jiu4
嬝,niu5
屐,kek9
嶂,dzoeng3
幡,faan1
庤,dzi6
廖,liu6
彀,gau3
忑,tik7
忐,taan2
愠,wan3
愿,jyn6
慵,jung4
怄,au1
忏,tsaam3
戡,ham1
拊,fu2
抻,tsan2
挩,soey3
挩,tyt8
掬,guk7
捩,lit9
捩,lai6
捩,loey6
捭,baai2
掮,kin4
掤,bing1
搾,dza3
搠,sok8
搡,song2
挞,taat8
攩,dong2
攩,dong3
敉,mai5
敉,mei5
敕,tsik7
斡,waat8
斡,gun2
斫,dzoek8
旯,lo1
旯,lok7
旮,go1
旮,gok8
晒,saai3
晢,dzai3
晢,dzit8
暱,nik7
杼,tsy5
枒,nga4
柚,jau2
柚,jau4
柚,jau6
柚,dzuk9
桔,gat7
桔,kit8
楂,dza1
楂,tsa4
榭,dze6
榦,gon3
榦,hon4
樽,dzoen1
桧,kui2
栎,lik7
栎,ngok9
橥,dzy1
欷,hei1
歔,hoey1
殚,daan1
殓,lim6
氡,dung1
氰,tsing1
汀,ting1
汀,ding1
泛,faan3
汨,mik9
汾,fan4
泔,gam1
洌,lit9
洄,wui4
浚,dzoen3
涿,doek8
滕,tang4
潢,wong4
濯,dzok9
烊,joeng4
焖,mun6
牝,pan5
犄,gei1
狉,pei1
狒,fei6
狒,fat7
珞,lok8
瑗,jyn6
町,ting5
町,ding1
町,tin2
疝,saan3
疳,gam1
瘢,baan1
瘢,pun4
癣,sin2
睐,loi6
睨,ngai6
睽,kwai1
睽,kwai4
眯,mei1
眯,mai5
瞑,ming4
矽,dzik9
硼,paang4
硼,pang4
礴,bok9
穑,sik7
竣,dzoen3
箴,dzam1
篝,kau1
篝,gau1
簪,dzaam1
篑,gwai6
籥,joek9
纰,pei1
纰,pei4
绫,ling4
缜,tsan2
缜,dzan2
繐,soey6
罔,mong5
翳,ai3
翳,ji1
肄,ji6
肄,si3
肫,dzoen1
肫,soen4
腱,gin3
腱,gin1
腱,gin6
膞,dzyn1
膦,loen4
臆,jik7
臢,dzim1
刍,tso1
茱,dzy1
豆,dau6
菴,am1
葩,pa1
葩,ba1
葳,wai1
蓐,juk9
蕈,tsam5
蕈,soen3
蕞,dzoey3
剃,tai3
荟,wai3
荟,wui6
蚤,dzou2
蛉,ling4
蜃,san5
蜃,san4
蜃,san6
蝥,maau4
蝥,mau4
衖,hong6
衖,lung6
衩,tsa3
衽,jam6
衽,jam5
袅,niu5
褊,bin2
觐,gan6
觐,gan2
觐,gan3
讫,ngat9
讫,gat7
诃,ho1
诩,hoey2
诮,tsiu3
诮,dziu6
诤,dzaang3
诤,dzaang1
诤,dzang3
诹,dzau1
谑,joek9
誊,tang4
豢,waan6
貂,diu1
赅,goi1
赣,gam3
赣,gung3
趑,dzi1
趑,tsi1
趱,dzaan2
趱,dzyn2
跎,to4
躂,taat8
跻,dzai1
蹿,tsyn1
轼,sik7
挽,waan5
辚,loen4
轳,lou4
迓,nga6
迨,doi6
迨,toi5
逡,soen1
逡,tsoen1
遴,loen4
邂,haai6
邂,haai5
逦,lei5
鄱,po4
鄱,bo3
钗,tsaai1
铋,bei3
铋,bit7
锾,waan4
錾,dzaam6
鐶,waan4
鑤,paau4
闰,joen6
阉,jim1
阨,aai3
阨,ak7
霆,ting4
霏,fei1
颀,kei4
飧,syn1
馊,sau1
饔,jung1
骋,tsing2
骊,lei4
骷,fu1
髅,lau4
鳖,bit8
鳝,sin5
鸪,gu1
麝,se6
麴,kuk7
麴,guk7
黠,hat9
黠,kit8
黠,waat9
伢,nga4
佞,ning6
伽,ga1
伽,ke4
佝,kau3
佝,koey1
倨,goey3
刈,ngaai6
剁,doek8
哂,tsan2
哂,saai3
哞,mau4
嗄,a2
嗄,sa3
哝,nung4
姘,ping1
寅,jan4
帏,wai4
彘,dzi6
徉,joeng4
徜,soeng4
忒,tik7
忝,tim2
怏,joeng2
怏,joeng3
愎,bik7
戕,tsoeng4
戛,gaat8
戛,aat8
挲,so1
掫,dzau1
搌,dzin2
摞,lo4
摞,lo3
攮,nong5
斛,huk9
旌,dzing1
旌,sing1
旎,nei5
旖,ji2
杞,gei2
枋,fong1
杰,git9
桁,hang4
桁,hong4
桁,hong6
枭,hiu1
梏,guk7
栋,dung3
栋,dung6
榔,long4
楦,hyn3
槁,gou2
檄,hat9
樯,tsoeng4
毽,gin3
毽,jin2
氆,pou2
氇,lou5
氘,dou1
浬,lei5
淅,sik7
湮,jan1
湮,jin1
漕,tsou4
沤,au1
沤,au3
潚,siu1
濑,laai6
焙,bui6
煨,wui1
烩,wui6
牒,dip9
珂,o1
珪,gwai1
璀,tsoey2
璀,tsoey1
畚,bun2
疸,taan2
痄,dza3
痈,jung1
瞠,tsaang1
瞠,tong4
矍,fok8
硪,ngo4
硪,ngo6
碡,duk9
磐,pun4
磬,hing3
磴,dang3
禘,dai3
秕,bei2
稔,nam5
稔,jam5
稔,nim1
稗,baai6
稗,bai6
稗,pei4
穰,joeng4
笈,kap7
笞,tsi1
粑,ba1
糌,dzaam1
糌,dzam1
糯,no6
绀,gam3
绛,gong3
羼,tsaan3
羼,tsaan2
耪,pong5
耪,pong1
耪,pong3
耧,lau4
胝,dzi1
胝,dai1
芊,tsin1
苑,jyn2
苓,ling4
苫,sim1
苫,sim3
荸,but9
荽,soey1
蓊,jung2
蔫,jin1
荠,tsai4
荠,tsai5
荠,tsi4
薮,sau2
蚶,ham1
蛭,dzat9
螫,sik7
螫,tsik7
蠹,dou3
觎,jy4
觊,gei3
觊,kei3
詈,lei6
诨,wan6
讴,au1
谩,maan6
谩,maan4
谲,kyt8
谲,gwat7
谶,tsam3
谶,tsaam3
赭,dze2
趔,lit9
蹓,lau6
蹓,lau4
蹴,tsuk7
蹴,dzuk7
躄,bik7
辔,bei3
逶,wai1
酊,ding2
酊,ding1
釜,fu2
铣,sin2
钡,bui3
锶,si1
镉,gaak8
镌,dzyn1
镌,dzoen3
镌,dzoen1
镌,syn6
闩,saan1
阕,kyt8
霁,dzai3
韭,gau2
颧,kyn4
饽,but9
餍,jim3
驽,nou4
骠,piu3
骠,biu1
骠,biu6
鲠,gang2
鲠,kang2
鲶,nim4
鳟,dzyn6
鳟,dzyn1
鳟,dzoen1
鲈,lou4
鹧,dze3
麒,kei4
麾,fai1
龃,dzoey2
龃,dzoey6
龈,ngan4
龈,han2
龉,jy5
丕,pei1
亳,bok8
仞,jan6
仳,pei2
伋,kap7
仵,ng5
佻,tiu4
佻,tiu1
佾,jat9
俎,dzo2
伥,tsoeng1
伥,tsaang4
伥,dzan3
俳,paai4
逼,bik7
偈,gai2
偈,gai6
偈,git9
佥,tsim1
刎,man5
锉,tso3
卮,dzi1
卮,dzi6
呦,jau1
咢,ngok9
啕,tou4
啶,ding6
喟,wai2
喟,wai6
喱,lei1
哔,bat7
嘬,dzyt8
噱,koek9
噱,tsoek8
嚬,pan4
囝,dzai2
囝,naam4
圜,waan4
圜,jyn4
圮,pei2
坷,ho1
坷,ho2
坼,tsaak8
坨,to4
埚,wo1
茔,jing4
塍,sing4
墁,maan6
墺,ou3
夸,kwa1
妯,dzuk9
妯,tsau1
姣,gaau2
姣,haau4
娌,lei5
婀,o1
婀,o2
婊,biu2
娅,a3
婥,tsoek8
媛,wun4
媛,jyn6
媪,ou2
娴,haan4
嬴,jing4
嬗,sin6
嫱,tsoeng4
孅,tsim1
娈,lyn5
孓,kyt8
孚,fu1
寤,ng6
尥,liu6
尸,si1
岘,jin6
崮,gu3
嵋,mei4
巉,tsaam4
岿,kwai1
帑,tong2
帑,nou4
帙,dit9
幄,ak7
幛,dzoeng3
帻,dzik7
庖,paau4
廛,tsin4
庑,mou5
弼,bat9
徂,tsou4
徕,loi4
徕,loi6
怍,dzok9
恫,dung6
恫,tung1
悱,fei2
愀,tsiu2
愆,hin1
恺,hoi2
愫,sou3
愬,sou3
悭,haan1
怃,mou5
怼,doey6
怼,dzoey6
懮,jau1
懮,jau2
抔,pau4
拑,kim4
挂,gwa3
挈,kit8
捯,dou3
据,goey1
据,goey3
捵,din2
捵,tsan2
揆,kwai5
揆,kwai4
揳,sit8
揠,aat8
掴,gwaak8
掺,tsam3
掺,saam2
掺,saam1
掺,tsaam1
抟,tyn4
摽,biu1
摽,piu1
摽,piu3
摽,piu5
撙,dzyn2
挝,wo1
挝,gwo1
挝,dza1
摅,sy1
晏,aan3
晷,gwai2
暝,ming4
暝,ming6
暹,tsim3
曜,jiu6
杪,miu5
柢,dai2
柤,dza1
柤,dzo2
枳,dzat7
枳,dzi2
桴,fu1
棼,fan4
楹,jing4
椹,sam6
椹,dzam1
盘,pun4
榧,fei2
槔,gou1
椁,gwok8
槭,tsik7
槭,dzuk7
橛,gyt9
橛,kyt8
栉,dzit8
柽,tsing1
椟,duk9
櫱,jit9
榉,goey2
歆,jam1
歃,saap8
殁,mut9
殂,tsou4
殍,piu5
毹,sy1
毹,jy4
氍,koey4
氙,sin1
氚,tsyn1
氝,noi6
氩,a3
汕,saan3
汊,tsa3
汔,ngat9
汴,bin6
汶,man4
汶,man6
泓,wang4
沬,mui6
泖,maau5
沴,loey6
沴,lai6
洱,ji5
洱,nei2
洮,jiu4
洮,tou4
洮,tou1
泾,ging1
浼,mui5
淖,naau6
湔,dzin1
湉,tim4
渫,sit8
溲,sau1
溥,pou2
溽,juk9
漳,dzoeng1
潼,tung4
潸,saan1
潸,saan2
潸,sim2
浔,tsam4
濬,dzoen3
濬,soen3
渎,duk9
潴,dzy1
滦,lyn4
炔,kyt8
炔,gai3
煆,ha1
煆,ha6
炖,dan6
熏,fan1
燹,sin2
牯,gu2
犋,goey6
犍,gin1
犒,hou3
狎,haap9
獾,fun1
玷,dim3
珐,faat8
琮,tsung4
琤,dzaang1
琤,tsaang1
琤,dzang1
琏,lin5
琏,lin4
璜,wong4
璞,pok8
玺,saai2
瓯,au1
疽,dzoey1
痔,dzi6
痍,ji4
痒,joeng5
痣,dzi3
痧,sa1
瘐,jy5
瘗,ji3
瘸,ke4
癸,gwai3
皈,gwai1
皜,hou6
皤,po4
盍,hap9
睢,soey1
瞋,tsan1
砭,bin1
砣,to4
碇,ding3
碣,kit8
硗,haau1
礌,loey6
砺,lai6
佑,jau6
祚,dzou6
禳,joeng4
秣,mut8
秣,mut9
稂,long4
稃,fu1
窈,jiu2
窈,miu5
竦,sung2
筱,siu2
筱,siu6
箧,haap9
箬,joek9
粽,dzung3
粽,dzung2
糨,goeng6
糨,dzoeng1
团,tyn4
纡,jy1
纨,jyn4
紵,tsy5
紬,tsau1
紬,tsau4
絏,sit8
缗,man4
缗,fan1
缢,ai3
缛,juk9
缧,loey4
缶,fau2
网,mong5
罹,lei4
羶,dzin1
羶,sin1
羶,saan1
聒,kut8
聱,ngou4
肱,gwang1
胼,pin4
腊,laap9
腊,sik7
腒,goey1
腒,koey4
膙,koeng5
膙,dzoeng2
臌,gu2
舻,lou4
芫,jyn4
芫,jim4
苣,goey6
苕,tiu4
苕,siu4
茌,tsi4
荐,dzin3
茨,tsi4
茯,fuk9
莞,wun5
莞,gun1
莞,gun2
莞,wun1
莘,san1
荻,dik9
苋,jin6
莨,loeng4
莨,long6
莨,long4
荵,jan2
菸,jin1
菅,gaan1
萋,tsai1
菰,gu1
葧,but9
蒺,dzat9
蓍,si1
蔻,kau3
蓼,liu5
蓼,luk9
薤,haai6
薅,hou1
藜,lai4
藜,lei4
蛱,gaap8
蜮,wik9
蝮,fuk7
螈,jyn4
螬,tsou4
螯,ngou4
螽,dzung1
蛲,jiu4
蛲,naau4
蛴,tsai4
蝾,wing4
蛎,lai6
炫,jyn6
袂,mai6
衲,naap9
衿,kam1
衿,gam1
袪,koey1
袈,ga1
袤,mau6
裟,sa1
褫,tsi2
裢,lin4
襁,koeng5
襬,baai2
覃,taam4
覃,tsam4
觔,gan1
觫,tsuk7
觭,gei1
觭,kei1
觳,huk9
觳,kok8
訇,gwang1
讦,kit8
讦,git8
訏,hoey1
诂,gu2
诂,gu3
诠,tsyn4
诟,gau3
诟,kau3
诔,loey6
诔,loi6
诳,gwong2
谝,pin4
谝,pin5
毁,wai2
豉,si6
貉,hok9
貉,mak9
赓,gang1
赉,loi6
赧,naan5
赧,naan2
趺,fu1
跦,dzy1
跫,kung4
踫,pung3
蹉,tso1
躐,lip9
轫,jan6
轾,dzi3
辇,lin5
輮,jau4
逑,kau4
遑,wong4
邈,mok9
邈,miu5
邰,toi4
郤,gwik7
鄂,ngok9
酐,hong5
酐,gon1
醐,wu4
醍,tai4
醮,dziu3
醴,lai5
酽,jim6
钒,faan4
钍,tou2
钣,baan2
钯,pa4
钯,ba2
銍,dzat9
銍,dzat7
锉,tso3
锟,kwan1
锟,gwan1
锗,dze2
锸,tsaap8
鎏,lau4
镓,ga1
镨,pou2
铄,soek8
阖,gap8
阖,gok8
阖,hap9
阍,fan1
阙,kyt8
阡,tsin1
阢,ngat9
阜,fau6
陉,jing4
隰,dzaap9
隽,dzoen3
隽,syn5
霖,lam4
霰,sin3
靛,din6
靥,jip8
靰,wu1
靿,aau3
靿,aau2
鞡,la1
鞣,jau4
韪,wai5
顼,juk7
刮,gwaat8
飙,biu1
饴,ji4
餬,wu4
馐,sau1
馔,dzaan6
饕,tou1
馥,fuk7
馥,fuk9
駻,hon6
駻,hon2
骟,sin3
髹,jau1
鬟,waan4
魈,siu1
魇,jim2
魇,jip8
鲳,tsoeng1
鲭,tsing1
鳏,gwaan1
鲥,si4
鲢,lin4
鳕,syt8
鸢,jyn1
鸢,jyn4
鹁,but9
鹗,ngok9
鸷,dzi3
鸶,si1
鹭,lou6
鹳,gun3
麑,ngai4
麸,fu1
黉,hung4
黉,waang4
鼐,naai5
鼩,koey4
鼱,dzing1
齎,dzai1
龚,gung1
万,maan6
万,mak9
丌,gei1
丌,kei4
与,jy5
与,jy6
与,jy4
丰,fung1
丱,gwaan3
乂,ngaai6
乇,dzaak9
乇,tok8
乜,me1
乜,mat7
乜,ne6
乩,gei1
亍,tsuk7
亓,kei4
亶,taan2
亹,mei5
亹,mun4
仂,lak9
仉,dzoeng2
仡,ngat9
仡,go1
优,jau1
伀,dzung1
价,ga3
价,gaai3
伈,sam2
伒,gan3
佗,to4
佗,to1
佗,ta1
佖,bit7
伻,ping1
佉,koey1
体,tai2
佤,nga5
伾,pei1
佧,ka1
佒,joeng5
佟,tung4
佁,tsi3
佁,ji5
佘,se4
伭,jyn4
伳,sit8
侏,dzy1
侑,jau6
佺,tsyn4
侘,tsa3
侅,goi1
佽,tsi3
侀,jing4
侇,ji4
佶,gat7
佶,git8
佴,ji6
佴,noi6
佴,ji5
佴,naai6
佷,han2
佌,tsi2
侗,dung6
侗,tung4
佪,wui4
徇,soen1
徇,soen6
佹,gwai2
侁,san1
佸,wut9
侐,gwik7
侜,dzau1
侔,mau4
侂,tok8
俑,jung2
俍,loeng4
俅,kau4
俓,ging3
侲,dzan3
俉,ng6
俋,jap7
俔,jin6
俔,jin5
俜,ping1
俙,hei1
侻,toey3
侻,tyt8
侳,dzo6
侳,tso3
俛,fu2
俛,min5
俇,gwaang6
俇,hong1
侹,ting2
侹,ting5
倥,hung1
倥,hung2
倞,ging6
倞,loeng6
倅,tsoey3
倅,dzoet7
倇,jyn2
倓,taam4
倓,daam6
倢,dzit8
倢,dzit9
倢,dzip8
倛,gei1
倛,hei1
俵,biu2
俵,biu3
俴,tsin5
俴,dzin1
倳,si6
倳,dzi3
倷,noi6
倬,tsoek8
俶,tsuk7
俶,suk9
俶,tik7
俷,fai3
俷,fei4
倗,pang4
倜,tik7
倠,soey1
倧,dzung1
偺,dza1
偯,ji2
偭,min5
偰,sit8
偡,dzaam3
偞,jip9
偠,jiu5
偓,ak7
偝,bui3
偲,si1
偍,tai4
偁,tsing1
偊,jy5
偊,jy2
偊,goey2
偢,tsau2
偢,tsiu2
倕,soey4
偟,wong4
偩,fu6
偫,dzi6
偫,doi6
偆,tsoen2
偳,dzoey3
效,haau6
傛,jung4
傛,jung6
傕,gok8
傔,him3
傞,tso1
傣,daai2
傣,taai3
傃,sou3
傌,ma6
傎,din1
傝,taap8
傝,daap8
偨,tsi1
偨,dzi1
傜,jiu4
傒,hai4
傒,hai6
傂,dzi6
偬,dzung2
僇,luk9
傽,dzoeng1
傿,jin1
僆,lin5
僆,lin4
傮,tsou4
傮,dzou1
僄,piu3
仙,sin1
僈,maan6
傺,tsai3
傱,sung2
傶,tsau3
僖,hei1
僎,dzaan6
僎,syn2
僩,haan5
僦,dzau6
僔,dzyn2
僗,lou4
偾,fan5
僳,suk7
僛,hei1
僝,saan4
僝,dzaan6
僤,daan1
僤,daan6
僓,toey4
僬,dziu1
僰,baak9
僰,bok8
僣,dzim3
侬,nung4
僿,si1
僿,dzi6
儃,taan2
儃,sin4
僸,gam3
儇,hyn1
僶,man5
僾,oi3
儋,daam1
儌,giu1
儌,giu2
儌,hiu1
僽,dzau3
儊,tso2
俦,tsau4
傧,ban1
傧,ban3
侪,tsaai4
儜,ning4
儓,toi4
儗,ji5
儗,ji6
儦,biu1
儢,loey5
儠,lip9
儩,tsi3
儱,lung5
儭,tsan3
儳,tsaam3
儴,joeng4
儵,suk7
儸,lo4
儹,dzaan2
儹,dzyn2
傥,tong2
儽,loey4
儽,loey5
儿,ji4
兕,dzi6
兖,jin5
党,dong2
兟,san1
冇,mou5
冏,gwing2
冔,hoey2
冓,gau3
冘,jam4
冘,jau4
冞,mei4
冢,tsung2
冱,wu6
凊,dzing6
凎,gam3
凔,tsong1
凘,si1
凵,ham3
刌,tsyn2
刉,gei1
刖,jyt9
刓,jyn4
刜,fat7
刵,ji5
刵,ji6
刲,gwai1
刳,fu1
刱,tsong1
刱,tsong3
刭,ging2
剡,jim5
剡,sim6
剚,si6
剚,dzi3
剒,tso4
剒,tsok8
剞,gei1
剞,gei2
剟,dzyt8
剕,fei6
剫,dok9
剭,uk7
剬,dyn1
剬,tyn4
剬,dzai3
剀,hoi2
剽,piu5
剺,lei4
剺,lai5
剸,dzyn1
剸,tyn4
劂,kyt8
劀,gwaat8
劁,tsiu4
劁,tsiu1
劓,ji6
劖,tsaam4
劘,mo4
劗,dzin2
劙,lei5
劙,lai5
劦,hip9
劦,hip8
劬,koey4
劭,siu6
劮,jat9
劻,hong1
劼,kit8
勍,king4
勗,juk7
勖,juk7
绩,dzik7
勩,ji6
勰,hip9
劢,maai6
勴,loey6
勷,joeng4
勷,soeng1
勼,gau1
匉,paang1
匉,ping1
匊,guk7
陶,tou4
匏,paau4
匒,daap8
匚,fong1
匜,ji4
匟,kong3
匦,gwai2
匮,gwai6
匰,daan1
匴,syn3
匼,hap7
匼,o1
匽,jin2
卌,se3
卍,maan6
卞,bin6
卣,jau5
昂,joeng5
昂,ngong4
卲,siu6
卼,ngat9
厂,tsong2
厂,hon3
厊,nga5
厊,a2
厎,dzi2
厏,dza3
厔,dzat9
厖,pong4
厖,mong4
厍,se3
厜,soey4
厜,tsoey1
厤,lik9
厬,gwai2
厣,jim3
厣,jim2
厹,kau4
叟,sau2
叡,joey6
叡,haai6
叻,lek7
叻,lik7
叻,lak9
听,ting1
听,ting3
听,teng1
听,jan5
吰,wang4
吷,hyt8
吪,ngo4
呔,toi2
呔,taai1
吙,fo2
吥,bat7
吽,hung1
吽,ngau6
呏,sing1
咇,bit7
咇,bat7
呿,koey1
咑,daak7
咑,da1
咈,fat7
咈,fat9
呫,tip8
呫,tsip8
呺,hiu1
呺,hou4
呾,daat8
呥,jam1
呥,jim4
呬,hei3
呴,hoey1
咍,hoi1
呠,pan3
呣,m2
呣,m4
呣,m6
呤,ling4
咺,hyn1
咺,hyn2
咡,ji6
咡,mai4
咥,dit9
咥,hei3
咥,dzat9
啕,tou4
咮,dzau3
咮,dzy1
咶,saai5
咶,si6
哅,hung1
咠,tsap7
呰,dzi2
咼,gwa3
咼,wa1
唦,sa1
哢,lung6
唗,dau1
哳,dzaat8
哤,mong4
唚,tsam3
哿,go2
哿,ho2
唈,jap7
哫,dzuk7
唑,dzo6
唅,ham6
唅,ham4
唅,ngam4
哱,but9
哷,lyt8
唎,lei1
唎,li1
唃,guk7
唳,loey6
唳,lai6
啗,daam6
啵,bo1
唼,dzaap8
唼,tsip8
啍,dzoen1
啍,tan1
唴,goeng6
唪,fung2
啑,dip9
啑,saap8
啢,loeng2
啢,loeng5
唶,dze3
唶,dzaak8
唵,am2
啅,doek8
唌,jin4
唲,ji4
唲,aai1
唲,wa1
啎,ng5
啈,hang1
唭,gei1
啀,ngaai4
啋,tsoi1
喑,jam1
喨,loeng6
喭,ngon6
喭,jin6
喢,saap8
喓,jiu1
喈,gaai1
喵,miu1
喣,hoey2
喒,dza1
喤,wong4
啽,ngam4
啽,am1
喌,dzau1
喦,ngap9
喦,nip9
喦,jip9
喎,wa1
喎,wo3
喎,wo5
嗉,sou3
嗃,haau1
嗃,haau3
嗃,hok8
嗛,haam4
嗛,him1
嗛,hip8
嗛,him2
嗌,jik7
嗌,aai3
嗋,hip8
嗊,gung3
嗊,hung2
嗀,hok8
嗀,hok9
喿,tsou3
喿,tso3
喍,tsaai4
嗏,tsa1
嗢,wat7
嗈,jung1
嗍,sok8
嗙,pong3
嗾,sau2
嗾,dzuk9
嘐,gaau1
嘐,haau1
嘕,hin1
嘌,piu1
嘌,piu3
嘒,wai3
嘏,ga2
嘏,gu2
嘓,gwok8
嘂,giu3
嗺,tsoey1
嘝,huk9
嗹,lin4
噂,dzyn2
哓,hiu1
噊,wat9
噊,loet9
噉,daam6
噉,gam2
噆,tsaam2
噆,tsam2
噆,dzam2
噆,dzaap8
噚,tsam4
噀,soen3
嘽,taan1
嘽,tsin2
嘽,dzin2
呒,fu2
呒,m4
呒,mou5
嘺,kiu2
嘺,kiu4
噰,jung1
噳,jy5
噳,koek8
哕,jyt9
哕,wai3
噣,doek8
噣,dzau3
噭,giu3
哙,faai3
噞,jim1
噞,jim2
噷,am1
噷,hm1
嚆,hou1
嚃,daap8
嚃,daap9
嚂,laam4
嚂,laam6
嚘,jau1
嚜,ma1
嚜,maak7
嚜,mak7
嚜,mak9
嚗,bok8
嚗,bok9
嚚,ngan4
啮,ngit9
啮,jit9
啮,ngaat9
嚫,tsan3
嚭,pei2
呖,lik9
嚪,daam6
嚲,do2
嚵,tsaam4
喾,guk7
啭,dzyn2
嚾,fun1
囆,tsaai3
冁,tsin2
囋,dzaan3
囓,ngit9
囓,jit9
囓,ngaat9
囗,wai4
囟,soen3
囮,jau4
囮,ngo4
囧,gwing2
囷,kwan1
圁,ngan4
圂,wan6
圂,waan6
圊,tsing1
圌,soey4
圌,tsyn4
圛,jik9
圞,lyn4
圠,tsaak8
圢,ting5
圢,ding1
圣,sing3
圬,wu1
圯,ji4
圪,ngat9
坏,waai6
坏,pui1
坏,pui4
圻,kei4
圻,ngan4
坁,dzi2
坅,jam2
坌,ban6
坉,tyn4
坉,nang4
坋,fan5
坋,fan6
坒,bai6
坩,ham1
坲,fat9
坭,nai4
坫,dim3
坱,joeng5
坰,gwing1
坶,muk9
丘,jau1
坻,tsi4
坻,dzi2
坻,dai2
坴,luk9
垓,goi1
垵,am1
垵,jim2
垞,tsa4
垟,joeng4
垤,dit9
垌,dung6
垌,tung2
垌,tung4
垝,gwai2
垔,jan1
垚,jiu4
垕,hau5
堉,juk9
埌,long6
堲,dzik7
埕,tsing4
埒,lyt8
垺,pui1
垺,fu1
垺,pau4
埆,kok8
垽,ngan6
垼,jik9
埇,tsung1
埇,jung2
埇,tung2
埤,pei4
埻,dzoen2
埢,gyn6
埶,ngai6
埶,sai3
埜,je5
埴,dzik9
堀,fat7
堀,gwat9
埭,doi6
埭,dai6
埽,sou3
堈,gong1
堋,bing3
堋,pang4
埳,ham2
埏,jin4
埲,pung1
埲,bong6
埲,bung6
垭,a3
堎,ling4
埼,kei4
堐,ngaai4
埧,goey6
堁,fo3
堌,gu3
埰,tsoi3
堍,tou3
堄,ngai6
堠,hau6
堩,gang2
堩,gang3
堙,jan1
堞,dip9
堧,jyn4
堨,aat8
堨,oi2
埵,do2
塈,hei3
堛,pei3
堛,pik7
堳,mei4
堶,to4
堮,ngok9
堭,wong4
埘,si4
塓,mik9
塨,gung1
埙,hyn1
垲,hoi2
塕,jung2
塕,jung1
塙,kok8
塥,gaak8
堽,gong1
塱,long5
塽,song2
墉,jung4
塼,dzyn1
墐,gan6
墐,gan2
墆,dai3
墆,dzai6
墆,dit9
塿,lau5
塴,bing3
塴,bang1
塴,bang1
墋,tsam2
塺,mui4
塺,mo6
墇,dzoeng1
墎,gwok8
墈,ham3
墔,tsoey1
墀,tsi4
墦,faan4
墫,dzoen1
墝,haau1
墱,dang3
墠,sin6
